Date,Headline,Sentence
"JANUARY 28, 2020",Foxconn says plans in place to meet production obligations after virus outbreak,TAIPEI - Apple Inc supplier Foxconn said it could continue to meet all manufacturing obligations in the wake of a coronavirus outbreak in China even as the iPhone maker flagged uncertainty created by the disease.
"JANUARY 28, 2020","GLOBAL MARKETS-Asian stocks rise as Apple drives tech gains, virus worries ease",Asian shares rose on Wednesday as better-than-expected Apple Inc earnings drove some regional tech gains although broader confidence was capped by worries about the economic impact of China's virus outbreak.
"JANUARY 28, 2020",Apple's iPhone back to growth as company braces for coronavirus impact,The iPhone is back. But Apple is girding for more disruptions in virus-hit China.
"JANUARY 28, 2020",Apple sparks Wall Street bounce ahead of results,"U.S. stocks rebounded on Tuesday, as the S&P 500 bounced back from its worst day in nearly four months, led by a climb in Apple and other names hit by exposure concerns to the coronavirus outbreak in China that sparked a recent sell-off."
"JANUARY 28, 2020","Apple iPhone sales return to growth, pushing profits above expectations","Apple Inc on Tuesday reported sales and profits for the holiday shopping quarter above Wall Street expectations, powered by a rise in iPhone sales for the first time in a year and soaring demand for add-ons like AirPods wireless headphones."
"JANUARY 28, 2020","US STOCKS SNAPSHOT-Wall Street rebounds from China virus fears, Apple soars","U.S. stocks rebounded on Tuesday, with the S&P 500 recovering from its biggest one-day percentage drop in nearly four months, led by a climb in shares of Apple Inc and other names hit by concerns of exposure to the coronavirus outbreak in China that sparked a recent sell-off..."
"JANUARY 28, 2020",US STOCKS-Apple leads Wall St rebound ahead of results,"* Dow up 0.96%, S&P 500 up 1.26%, Nasdaq up 1.58% (Updates to mid-afternoon, changes byline)"
"JANUARY 28, 2020","Huawei snatched market share from Apple, local rivals in China in 2019","Top Chinese smartphone maker Huawei Technologies Co Ltd thrived in 2019 at the expense of smaller Chinese rivals and Apple <AAPL.O> even as the smartphone market shrank further and consumers favored phones with 5G technology, data shows."
"JANUARY 28, 2020",Services in spotlight after Apple stock market value hits $1.4 trillion,"When Apple Inc <AAPL.O> posts quarterly results on Tuesday, investors will be looking for fresh evidence the iPhone maker should be treated as a producer of high-margin, subscription services after its stock market value touched $1.4 trillion and its earnings multiple trades..."
"JANUARY 28, 2020",Coronavirus outbreak may disrupt Apple's iPhone production ramp up plans: Nikkei,"Apple Inc's <AAPL.O> plan to ramp up iPhone production by 10% in the first half of this year may hit a roadblock as the coronavirus outbreak spreads across China, the Nikkei Asian Review reported on Tuesday."
"JANUARY 27, 2020",IN BRIEF: Jury tells Apple to pay $85 million in WiLAN patent retrial,A U.S. jury on Friday said Apple Inc should pay $85 million for infringing patents owned by technology licensing firm WiLAN Inc.
"JANUARY 23, 2020",Broadcom to supply wireless components to Apple,Chipmaker Broadcom Inc <AVGO.O> said on Thursday it has entered into two multi-year agreements with Apple Inc <AAPL.O> for the supply of wireless components used in its products.
"JANUARY 22, 2020",Google finds security flaws in Apple's web browser: FT,"Google researchers have found multiple security flaws in Apple Inc's Safari web browser that allowed the tracking of users' browsing behavior, the Financial Times reported on Wednesday, citing a soon-to-be published paper."
"JANUARY 22, 2020",Google finds security flaws in Apple's web browser - FT,"Google researchers have found multiple security flaws in Apple Inc's Safari web browser that allowed the tracking of users' browsing behavior, Financial Times reported https://www.ft.com/content/916a766a-3d27-11ea-a01a-bae547046735 on Wednesday, citing a soon-to-be published..."
"JANUARY 22, 2020","Amazon Music crosses 55 million subscribers globally, trails Apple Music","Amazon.com Inc said on Wednesday its music streaming service had over 55 million customers globally, edging close to Apple Music but far behind Swedish rival Spotify."
"JANUARY 21, 2020",Trump to break bread with Apple's Cook and other CEOs: sources,"U.S. President Donald Trump will attend a breakfast meeting on Wednesday with Apple Inc Chief Executive Tim Cook and other business leaders on the sidelines of the annual meeting of the World Economic Forum in Davos, Switzerland, according to sources familiar with the situation..."
"JANUARY 21, 2020",Taiwan calls on China to share 'correct' virus information,"Taiwan President Tsai Ing-wen called on China on Wednesday to share ""correct"" information about a new coronavirus and for the World Health Organisation (WHO) not to exclude Taiwan from collaboration on the outbreak for political reasons."
"JANUARY 21, 2020",Exclusive: Apple dropped plan for encrypting backups after FBI complained - sources,"Apple Inc <AAPL.O> dropped plans to let iPhone users fully encrypt backups of their devices in the company's iCloud service after the FBI complained that the move would harm investigations, six sources familiar with the matter told Reuters."
"JANUARY 21, 2020",Apple lawsuit tests if an employee can plan rival startup while on payroll,Attorneys for a former Apple Inc executive on Tuesday will try to convince a skeptical judge of a core tenet of tech startup culture - that employees can plan a competing venture while still in a job.
"JANUARY 21, 2020",DAVOS-Trump to break bread with Apple's Cook and other CEOs -sources,"U.S. President Donald Trump will attend a breakfast meeting on Wednesday with Apple Inc Chief Executive Tim Cook and other business leaders on the sidelines of the annual meeting of the World Economic Forum in Davos, Switzerland, according to sources familiar with the situation..."
"JANUARY 21, 2020",DAVOS-Trump attending dinner with Apple's cook and other CEOs - source,"U.S. President Donald Trump is attending a dinner on Tuesday with Apple Inc Chief Executive Tim Cook and other CEOs on the sidelines of the annual meeting of the World Economic Forum in Davos, Switzerland, according to a source familiar with the situation."
"JANUARY 20, 2020",Apple's Cook says global corporate tax system must be overhauled,"Everyone knows that the global corporate tax system needs to be overhauled, Apple <AAPL.O> Chief Executive Tim Cook said on Monday, backing changes to global rules that are currently under consideration."
"JANUARY 20, 2020",Apple's Cook says global corporate tax system must be overhauled,"Everyone knows that the global corporate tax system needs to be overhauled, Apple Chief Executive Tim Cook said on Monday, backing changes to global rules that are currently under consideration."
"JANUARY 19, 2020",Apple's 'Morning Show' will deal with 'chaos' left behind in new season,"The second season of Apple Inc's ""The Morning Show"" will deal with the leadership vacuum created by the sexual misconduct scandal on the fictional news program and may or may not see the return of star Steve Carell, producers said on Sunday."
"JANUARY 17, 2020","Break up big tech's 'monopoly', smaller rivals tell Congress hearing","In April 2019, Tile.com, which helps users find lost or misplaced items, suddenly found itself competing with Apple Inc, after years of enjoying a mutually beneficial relationship with the iPhone maker."
"JANUARY 15, 2020","Mnuchin urges Apple, other tech companies to work with law enforcement","Apple Inc <AAPL.O> and other technology companies should cooperate with U.S. investigators, Treasury Secretary Steven Mnuchin said on Wednesday as law enforcement officials continued probing last month's fatal shooting at a U.S. naval base in Florida."
"JANUARY 14, 2020",Trump criticizes Apple's encryption stance on Pensacola phones,"President Donald Trump lashed out at Apple Inc <AAPL.O> on Tuesday, castigating the iPhone maker for what he said was its refusal to unlock phones used by criminals while benefiting from government help on trade."
"JANUARY 16, 2020",VW CEO says carmaker faces same fate as Nokia without urgent reforms,"Volkswagen Chief Executive Herbert Diess said the German carmaker needs to accelerate its transformation to avoid becoming another Nokia , which lost its dominance in the handset market to Apple."
"JANUARY 15, 2020","U.S.'s Mnuchin urges Apple, other tech cos to work with law enforcement","Apple Inc and other technology companies must cooperate with U.S. investigators, Treasury Secretary Steven Mnuchin said on Wednesday, a day after President Donald Trump lashed out at Apple for refusing to unlock phones in criminal investigations."
"JANUARY 14, 2020","Trump says Apple refusing to unlock phones used by 'killers, drug dealers'","President Donald Trump said on Tuesday that Apple Inc has refused to unlock phones used by criminals, in a tweet a day after Trump's attorney general accused the company of not being helpful in an investigation of a Florida shooting."
"JANUARY 13, 2020",Apple rejects claims it did not provide assistance in Pensacola shooting probe,"Apple Inc on Monday said it rejects ""the characterization that Apple has not provided substantive assistance"" in the investigation into a shooting in Pensacola, Florida, last month."
"JANUARY 10, 2020",Apple pushes recycling of iPhone with 'Daisy' robot,(This corrects temperature conversion in seventh paragraph in the story dated January 10.)
"JANUARY 10, 2020","Apple pushes recycling with robot, but mined metals still needed","Apple Inc is trying to change the way electronics are recycled with a robot that disassembles its iconic iPhone so that minerals can be recovered and reused, but rising global demand for electronics means new mines will still be needed by manufacturers."
"JANUARY 9, 2020","US STOCKS SNAPSHOT-Wall Street notches records on trade optimism, Apple gains",U.S. stocks registered record high closes on Thursday as optimism about a U.S.-China trade deal firmed and as Apple and other market heavyweights posted strong gains.
"JANUARY 9, 2020",Apple's iPhone sales in China up 18% in December: government data,"Sales of Apple Inc's <AAPL.O> iPhone in China in December jumped more than 18% year on year, government data showed on Thursday."
"JANUARY 8, 2020","Apple News users reach 100 million, App Store sales rise","Apple Inc's <AAPL.O> news service has reached 100 million monthly active users and customers spent more than $1.4 billion in the App Store between Christmas and New Year, the latest signs of growing revenue from the iPhone maker's services business."
"JANUARY 8, 2020","Apple's news service reaches 100 million users, App Store sales expand","Apple Inc on Wednesday said its Apple News service has reached 100 million monthly active users versus 85 million a year prior, demonstrating growth in a key services business that is being closely watched by investors as iPhone sales decline."
